eventstart,eventend,name,type,subtype,subsubtype,description,source,scheduled,eventstart_CET,eventend_CET
"27.07.2005 08:30:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"27.07.2005 14:30:00","NaT"
"27.07.2005 10:00:00","NaT","US New Home Sales","Macro Release","US","New Home Sales","","Bloomberg",1,"27.07.2005 16:00:00","NaT"
"27.07.2005 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828EB2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofd072505.pdf",1,"27.07.2005 19:05:00","NaT"
"27.07.2005 14:00:00","NaT","Fed: Beige Book","Central Bank","Fed","Beige Book","Beige Book Release","",1,"27.07.2005 20:00:00","NaT"
"27.07.2005 19:45:00","NaT","JP Retail Sales","Macro Release","JP","Retail Sales","","Bloomberg",1,"28.07.2005 01:45:00","NaT"
"28.07.2005 02:45:00","NaT","FR PPI","Macro Release","FR","PPI","","Bloomberg",1,"28.07.2005 08:45:00","NaT"
"28.07.2005 03:00:00","NaT","ES Retail Sales","Macro Release","ES","Retail Sales","","Bloomberg",1,"28.07.2005 09:00:00","NaT"
"28.07.2005 04:00:00","NaT","NO Unemployment Rate","Macro Release","NO","Unemployment Rate","","Bloomberg",1,"28.07.2005 10:00:00","NaT"
"28.07.2005 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"28.07.2005 14:30:00","NaT"
"28.07.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795WM9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa072805.pdf",1,"28.07.2005 17:00:00","NaT"
"28.07.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795VY4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa072805.pdf",1,"28.07.2005 17:00:00","NaT"
"28.07.2005 14:00:00","NaT","Fed: Discount Rate Minutes","Central Bank","Fed","Discount Rate Minutes","Discount Rate Minutes","",1,"28.07.2005 20:00:00","NaT"
"28.07.2005 19:45:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"29.07.2005 01:45:00","NaT"
"29.07.2005 02:00:00","NaT","FI Industrial Production","Macro Release","FI","Industrial Production","","Bloomberg",1,"29.07.2005 08:00:00","NaT"
"29.07.2005 03:00:00","NaT","ES Unemployment Rate","Macro Release","ES","Unemployment Rate","","Bloomberg",1,"29.07.2005 09:00:00","NaT"
"29.07.2005 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"29.07.2005 10:30:00","NaT"
"29.07.2005 05:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"29.07.2005 11:00:00","NaT"
"29.07.2005 08:30:00","NaT","US Employment Cost Index","Macro Release","US","Employment Cost Index","","Bloomberg",1,"29.07.2005 14:30:00","NaT"
"29.07.2005 08:30:00","NaT","US GDP, GDP Price Index, PCE","Macro Release","US","GDP, GDP Price Index, PCE","","Bloomberg",1,"29.07.2005 14:30:00","NaT"
"29.07.2005 09:45:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"29.07.2005 15:45:00","NaT"
"29.07.2005 10:00:00","NaT","PT Industrial Production","Macro Release","PT","Industrial Production","","Bloomberg",1,"29.07.2005 16:00:00","NaT"
"29.07.2005 10:00:00","NaT","US Chicago Purchasing Manager","Macro Release","US","Chicago Purchasing Manager","","Bloomberg",1,"29.07.2005 16:00:00","NaT"
"31.07.2005 21:15:00","NaT","CN PMI","Macro Release","CN","PMI","","Bloomberg",1,"01.08.2005 03:15:00","NaT"
"31.07.2005 21:30:00","NaT","JP Earnings Data","Macro Release","JP","Earnings Data","","Bloomberg",1,"01.08.2005 03:30:00","NaT"
"01.08.2005 04:30:00","NaT","UK Monetary Aggregates","Macro Release","UK","Monetary Aggregates","","Bloomberg",1,"01.08.2005 10:30:00","NaT"
"01.08.2005 10:00:00","NaT","US ISM Releases","Macro Release","US","ISM Releases","","Bloomberg",1,"01.08.2005 16:00:00","NaT"
"01.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795VP3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofb080105.pdf",1,"01.08.2005 17:00:00","NaT"
"01.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795WM9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa072805.pdf",1,"01.08.2005 19:05:00","NaT"
"01.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795VY4","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa072805.pdf",1,"01.08.2005 19:05:00","NaT"
"02.08.2005 03:00:00","NaT","ES Unemployment Net","Macro Release","ES","Unemployment Net","","Bloomberg",1,"02.08.2005 09:00:00","NaT"
"02.08.2005 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"02.08.2005 11:15:00","NaT"
"02.08.2005 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"02.08.2005 15:00:00","NaT"
"02.08.2005 10:00:00","NaT","US Durable Goods","Macro Release","US","Durable Goods","","Bloomberg",1,"02.08.2005 16:00:00","NaT"
"02.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795VP3","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofb080105.pdf",1,"02.08.2005 19:05:00","NaT"
"02.08.2005 19:30:00","NaT","RBA: Press Release","Central Bank","RBA","Press Release","","",1,"03.08.2005 01:30:00","NaT"
"03.08.2005 01:45:00","NaT","CH CPI","Macro Release","CH","CPI","","Bloomberg",1,"03.08.2005 07:45:00","NaT"
"03.08.2005 04:30:00","NaT","UK Official Reserves Changes","Macro Release","UK","Official Reserves Changes","","Bloomberg",1,"03.08.2005 10:30:00","NaT"
"03.08.2005 05:00:00","NaT","EA Retail Sales & EA Retail Trade","Macro Release","EA","Retail Sales & EA Retail Trade","","Bloomberg",1,"03.08.2005 11:00:00","NaT"
"03.08.2005 09:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828EC0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"03.08.2005 15:00:00","NaT"
"03.08.2005 09:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828ED8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"03.08.2005 15:00:00","NaT"
"03.08.2005 09:00:00","NaT","US Auction Announcement Note","Auction","US Announcement","Note","CUSIP 912828EE6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"03.08.2005 15:00:00","NaT"
"03.08.2005 10:00:00","NaT","US ISM Non-Manufacturing","Macro Release","US","ISM Non-Manufacturing","","Bloomberg",1,"03.08.2005 16:00:00","NaT"
"04.08.2005 06:00:00","NaT","DE Factory Orders","Macro Release","DE","Factory Orders","","Bloomberg",1,"04.08.2005 12:00:00","NaT"
"04.08.2005 07:00:00","NaT","BoE: Press Release","Central Bank","BoE","Press Release","MPD: 25 bp cut","",1,"04.08.2005 13:00:00","NaT"
"04.08.2005 07:45:00","NaT","ECB: Press Release","Central Bank","ECB","Press Release","GCM PR","",1,"04.08.2005 13:45:00","NaT"
"04.08.2005 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"04.08.2005 14:30:00","NaT"
"04.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795WN7","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa080405.pdf",1,"04.08.2005 17:00:00","NaT"
"04.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795VZ1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa080405.pdf",1,"04.08.2005 17:00:00","NaT"
"04.08.2005 19:45:00","NaT","JP Official Reserve Assets","Macro Release","JP","Official Reserve Assets","","Bloomberg",1,"05.08.2005 01:45:00","NaT"
"05.08.2005 01:00:00","NaT","JP Cabinet Office Indices","Macro Release","JP","Cabinet Office Indices","","Bloomberg",1,"05.08.2005 07:00:00","NaT"
"05.08.2005 01:00:00","NaT","JP Household Spending & JP Overall Household Spending","Macro Release","JP","Household Spending & JP Overall Household Spending","","Bloomberg",1,"05.08.2005 07:00:00","NaT"
"05.08.2005 03:00:00","NaT","UK Halifax House Prices","Macro Release","UK","Halifax House Prices","","Bloomberg",1,"05.08.2005 09:00:00","NaT"
"05.08.2005 03:30:00","NaT","AT Wholesale Price Index","Macro Release","AT","Wholesale Price Index","","Bloomberg",1,"05.08.2005 09:30:00","NaT"
"05.08.2005 04:00:00","NaT","NO Ind Prod Manufacturing & NO Industrial Production","Macro Release","NO","Ind Prod Manufacturing & NO Industrial Production","","Bloomberg",1,"05.08.2005 10:00:00","NaT"
"05.08.2005 04:00:00","NaT","NO Retail Sales","Macro Release","NO","Retail Sales","","Bloomberg",1,"05.08.2005 10:00:00","NaT"
"05.08.2005 04:30:00","NaT","UK Industrial Production & UK Manufacturing Production","Macro Release","UK","Industrial Production & UK Manufacturing Production","","Bloomberg",1,"05.08.2005 10:30:00","NaT"
"05.08.2005 05:00:00","NaT","GR CPI & GR CPI EU Harmonized","Macro Release","GR","CPI & GR CPI EU Harmonized","","Bloomberg",1,"05.08.2005 11:00:00","NaT"
"05.08.2005 06:00:00","NaT","DE Industrial Production","Macro Release","DE","Industrial Production","","Bloomberg",1,"05.08.2005 12:00:00","NaT"
"05.08.2005 08:30:00","NaT","US Employment Report","Macro Release","US","Employment Report","","Bloomberg",1,"05.08.2005 14:30:00","NaT"
"05.08.2005 09:15:00","NaT","BE Unemployment Rate","Macro Release","BE","Unemployment Rate","","Bloomberg",1,"05.08.2005 15:15:00","NaT"
"07.08.2005 03:30:00","NaT","SE Budget Balance","Macro Release","SE","Budget Balance","","Bloomberg",1,"07.08.2005 09:30:00","NaT"
"07.08.2005 19:45:00","NaT","JP Bank Lending and Monetary Aggregates","Macro Release","JP","Bank Lending and Monetary Aggregates","","Bloomberg",1,"08.08.2005 01:45:00","NaT"
"08.08.2005 01:00:00","NaT","JP Eco Watchters Survey","Macro Release","JP","Eco Watchters Survey","","Bloomberg",1,"08.08.2005 07:00:00","NaT"
"08.08.2005 04:00:00","NaT","IT Industrial Production","Macro Release","IT","Industrial Production","","Bloomberg",1,"08.08.2005 10:00:00","NaT"
"08.08.2005 04:30:00","NaT","UK Price Indices","Macro Release","UK","Price Indices","","Bloomberg",1,"08.08.2005 10:30:00","NaT"
"08.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795VQ1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofb080805.pdf",1,"08.08.2005 17:00:00","NaT"
"08.08.2005 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795WN7","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa080405.pdf",1,"08.08.2005 17:35:00","NaT"
"08.08.2005 11:35:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795VZ1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa080405.pdf",1,"08.08.2005 17:35:00","NaT"
"08.08.2005 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828EC0","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"08.08.2005 19:05:00","NaT"
"08.08.2005 22:55:00","NaT","BoJ: Press Release","Central Bank","BoJ","Press Release","MPM: MP unchanged. The Bank of Japan will conduct money market operations, aiming at the outstanding balance of current accounts held at the Bank at around 30 to 35 trillion yen.","",1,"09.08.2005 04:55:00","NaT"
"09.08.2005 01:00:00","NaT","JP Machine Orders","Macro Release","JP","Machine Orders","","Bloomberg",1,"09.08.2005 07:00:00","NaT"
"09.08.2005 02:00:00","NaT","JP Machine Tool Orders","Macro Release","JP","Machine Tool Orders","","Bloomberg",1,"09.08.2005 08:00:00","NaT"
"09.08.2005 02:00:00","NaT","BoJ: Monthly Report","Central Bank","BoJ","Monthly Report","Monthly Report of Recent Economic and Financial Developments: The Bank's View","",1,"09.08.2005 08:00:00","NaT"
"09.08.2005 02:45:00","NaT","FR Budget Balance","Macro Release","FR","Budget Balance","","Bloomberg",1,"09.08.2005 08:45:00","NaT"
"09.08.2005 03:30:00","NaT","DK Trade & Current Account Balance","Macro Release","DK","Trade & Current Account Balance","","Bloomberg",1,"09.08.2005 09:30:00","NaT"
"09.08.2005 05:15:00","NaT","ECB: MRO","Central Bank","ECB","MRO","","ECB website",1,"09.08.2005 11:15:00","NaT"
"09.08.2005 08:30:00","NaT","US Nonfarm Productivity & US Unit Labor Costs","Macro Release","US","Nonfarm Productivity & US Unit Labor Costs","","Bloomberg",1,"09.08.2005 14:30:00","NaT"
"09.08.2005 09:00:00","NaT","ECB: Weekly Financial Statement","Central Bank","ECB","Weekly Financial Statement","","ECB website",1,"09.08.2005 15:00:00","NaT"
"09.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795VQ1","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofb080805.pdf",1,"09.08.2005 19:05:00","NaT"
"09.08.2005 14:15:00","NaT","Fed: Press Release","Central Bank","Fed","Press Release","FOMC Statement: 25 bp rate hike","",1,"09.08.2005 20:15:00","NaT"
"10.08.2005 02:45:00","NaT","FR Industrial Production & FR Manufacturing Production","Macro Release","FR","Industrial Production & FR Manufacturing Production","","Bloomberg",1,"10.08.2005 08:45:00","NaT"
"10.08.2005 03:30:00","NaT","DK Industrial Production and Orders","Macro Release","DK","Industrial Production and Orders","","Bloomberg",1,"10.08.2005 09:30:00","NaT"
"10.08.2005 03:30:00","NaT","NL Industrial Sales & NL Manufacturing Production","Macro Release","NL","Industrial Sales & NL Manufacturing Production","","Bloomberg",1,"10.08.2005 09:30:00","NaT"
"10.08.2005 05:30:00","10.08.2005 06:30:00","BoE: Inflation Reports","Central Bank","BoE","Inflation Reports","Quarterly Inflation Report","",1,"10.08.2005 11:30:00","10.08.2005 12:30:00"
"10.08.2005 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828ED8","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"10.08.2005 19:05:00","NaT"
"10.08.2005 19:45:00","NaT","JP Current Account","Macro Release","JP","Current Account","","Bloomberg",1,"11.08.2005 01:45:00","NaT"
"10.08.2005 22:00:00","NaT","CN CPI","Macro Release","CN","CPI","","Bloomberg",1,"11.08.2005 04:00:00","NaT"
"11.08.2005 03:30:00","NaT","NL GDP","Macro Release","NL","GDP","","Bloomberg",1,"11.08.2005 09:30:00","NaT"
"11.08.2005 04:00:00","NaT","ECB: Economic Bulletin","Central Bank","ECB","Economic Bulletin","Monthly Bulletin","",1,"11.08.2005 10:00:00","NaT"
"11.08.2005 08:30:00","NaT","US Jobless Claims","Macro Release","US","Jobless Claims","","Bloomberg",1,"11.08.2005 14:30:00","NaT"
"11.08.2005 08:30:00","NaT","US Retail Sales","Macro Release","US","Retail Sales","","Bloomberg",1,"11.08.2005 14:30:00","NaT"
"11.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795WP2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa081105.pdf",1,"11.08.2005 17:00:00","NaT"
"11.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795WA5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa081105.pdf",1,"11.08.2005 17:00:00","NaT"
"11.08.2005 13:05:00","NaT","US Auction Result Note","Auction","US Result","Note","CUSIP 912828EE6","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofg080305.pdf",1,"11.08.2005 19:05:00","NaT"
"11.08.2005 19:45:00","NaT","JP GDP and Components","Macro Release","JP","GDP and Components","","Bloomberg",1,"12.08.2005 01:45:00","NaT"
"11.08.2005 22:00:00","NaT","CN GDP and Other Macro Aggregates","Macro Release","CN","GDP and Other Macro Aggregates","","Bloomberg",1,"12.08.2005 04:00:00","NaT"
"12.08.2005 00:30:00","NaT","JP Bankruptcies","Macro Release","JP","Bankruptcies","","Bloomberg",1,"12.08.2005 06:30:00","NaT"
"12.08.2005 00:30:00","NaT","JP Capacity Utilization & JP Industrial Production","Macro Release","JP","Capacity Utilization & JP Industrial Production","","Bloomberg",1,"12.08.2005 06:30:00","NaT"
"12.08.2005 01:00:00","NaT","BoJ: Minutes","Central Bank","BoJ","Minutes","Minutes on July 12/13 Meeting","",1,"12.08.2005 07:00:00","NaT"
"12.08.2005 02:30:00","NaT","FR GDP","Macro Release","FR","GDP","","Bloomberg",1,"12.08.2005 08:30:00","NaT"
"12.08.2005 02:45:00","NaT","FR CPI and Wages","Macro Release","FR","CPI and Wages","","Bloomberg",1,"12.08.2005 08:45:00","NaT"
"12.08.2005 03:00:00","NaT","CN Monetetary Aggregates","Macro Release","CN","Monetetary Aggregates","","Bloomberg",1,"12.08.2005 09:00:00","NaT"
"12.08.2005 04:00:00","NaT","IT CPI","Macro Release","IT","CPI","","Bloomberg",1,"12.08.2005 10:00:00","NaT"
"12.08.2005 08:30:00","NaT","US Trade Balance","Macro Release","US","Trade Balance","","Bloomberg",1,"12.08.2005 14:30:00","NaT"
"12.08.2005 09:45:00","NaT","US University of Michigan Surveys","Macro Release","US","University of Michigan Surveys","","Bloomberg",1,"12.08.2005 15:45:00","NaT"
"12.08.2005 10:15:00","NaT","BE Budget Balance","Macro Release","BE","Budget Balance","","Bloomberg",1,"12.08.2005 16:15:00","NaT"
"14.08.2005 19:00:00","NaT","UK Rightmove House Prices","Macro Release","UK","Rightmove House Prices","","Bloomberg",1,"15.08.2005 01:00:00","NaT"
"14.08.2005 22:00:00","NaT","CN GDP and Other Macro Aggregates","Macro Release","CN","GDP and Other Macro Aggregates","","Bloomberg",1,"15.08.2005 04:00:00","NaT"
"15.08.2005 00:00:00","NaT","CN Actual FDI & CN Contract FDI Cumulative","Macro Release","CN","Actual FDI & CN Contract FDI Cumulative","","Bloomberg",1,"15.08.2005 06:00:00","NaT"
"15.08.2005 02:00:00","NaT","FI CPI","Macro Release","FI","CPI","","Bloomberg",1,"15.08.2005 08:00:00","NaT"
"15.08.2005 05:05:00","NaT","DE Auction Result Bill","Auction","DE Result","Bill","ISIN DE0001114825","http://www.deutsche-finanzagentur.de/de/institutionelle-investoren/primaermarkt/auktionsergebnisse/",1,"15.08.2005 11:05:00","NaT"
"15.08.2005 08:30:00","NaT","US Empire Manufacturing","Macro Release","US","Empire Manufacturing","","Bloomberg",1,"15.08.2005 14:30:00","NaT"
"15.08.2005 11:00:00","NaT","US Auction Announcement Bill","Auction","US Announcement","Bill","CUSIP 912795VR9","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofb081505.pdf",1,"15.08.2005 17:00:00","NaT"
"15.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795WP2","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa081105.pdf",1,"15.08.2005 19:05:00","NaT"
"15.08.2005 13:05:00","NaT","US Auction Result Bill","Auction","US Result","Bill","CUSIP 912795WA5","https://www.treasurydirect.gov/instit/annceresult/press/preanre/2005/ofa081105.pdf",1,"15.08.2005 19:05:00","NaT"
"15.08.2005 22:00:00","NaT","CN GDP and Other Macro Aggregates","Macro Release","CN","GDP and Other Macro Aggregates","","Bloomberg",1,"16.08.2005 04:00:00","NaT"
